treatment,outcome,bathrooms,bedrooms,condition,floors,grade,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated
0,652427,2.25,4,4,2.0,8,2770,0,2770,2400,13129,13129,0,0,1979,0
0,1008000,2.5,3,4,1.0,9,2240,0,2240,2900,41339,45738,0,0,1945,1992
0,355000,2.5,4,3,2.0,9,2570,0,2570,2520,6466,6667,0,0,1999,0
0,557500,2.25,3,3,2.0,8,1820,0,1820,2160,9670,11424,0,0,1984,0
0,277500,2.25,4,3,1.0,7,1110,550,1660,1640,7184,7200,0,0,1963,0
0,300000,3.0,4,3,1.0,6,2200,0,2200,1430,10800,10800,0,0,1960,0
0,461000,1.75,3,4,1.0,7,1420,0,1420,2250,5170,7700,0,0,1963,0
0,539950,2.25,3,4,1.0,8,1240,950,2190,3500,7149,7149,1,0,1963,0
0,299000,2.25,3,4,1.0,8,1630,310,1940,2080,9100,9100,0,0,1966,0
0,299000,1.75,3,3,1.0,7,2100,0,2100,1330,15480,15657,0,0,1983,0
0,280000,1.75,3,3,1.0,7,1330,1300,2630,2520,6500,6500,0,0,1958,0
0,277950,2.5,3,3,2.0,7,2100,0,2100,2091,6021,7547,0,0,1992,0
0,770000,2.75,3,3,2.0,8,2070,0,2070,2190,54557,49658,0,0,1996,0
0,230000,2.0,2,3,1.0,7,1300,0,1300,1510,3608,3608,0,0,2004,0
0,525000,2.5,4,3,2.0,9,2520,0,2520,2000,7731,7704,0,0,1994,0
0,253779,2.0,4,3,1.5,6,1430,600,2030,1820,9600,14600,0,0,1947,0
0,405000,1.5,3,3,1.0,8,1480,400,1880,1820,7400,8660,0,0,1968,0
0,680000,2.5,4,3,2.0,9,3030,0,3030,2940,13068,11999,0,0,1978,0
0,355000,0.75,1,4,1.0,4,530,0,530,2830,33278,14311,2,0,1950,0
1,200000,1.5,3,4,1.0,7,1090,0,1090,1240,9600,9620,0,0,1968,0
0,330000,2.25,3,3,1.0,7,1330,890,2220,1930,4060,5625,0,0,1993,0
0,221000,2.25,3,3,2.0,7,1430,0,1430,1600,5999,5999,0,0,1987,0
0,200000,1.5,3,3,1.0,7,1140,0,1140,1140,8340,8340,0,0,1960,0
0,630000,2.5,4,5,1.0,7,2540,0,2540,1560,11100,11100,0,0,1957,0
0,249000,2.25,4,3,1.0,7,1400,460,1860,1860,9576,9576,0,0,1962,0
0,630000,2.5,4,4,1.0,7,1240,860,2100,2000,8800,8800,2,0,1960,0
0,350000,2.5,3,4,2.0,8,2440,0,2440,2530,18674,10603,0,0,1994,0
0,270000,1.5,5,3,2.0,7,1930,0,1930,1480,7480,7705,0,0,1966,0
0,248000,3.5,4,3,2.0,7,1130,720,1850,1280,6519,6664,0,0,1986,0
0,625000,2.25,3,3,1.0,8,1460,460,1920,2490,8412,8700,2,0,1977,0
0,502500,2.5,5,3,2.0,8,2430,0,2430,2150,6168,8400,0,0,2007,0
0,610000,2.5,3,3,2.0,8,2060,0,2060,2650,8893,8500,0,0,1987,0
0,322500,2.25,4,4,2.0,8,2140,0,2140,2030,9377,7846,0,0,1986,0
0,464000,2.5,4,3,2.0,9,3140,0,3140,2650,12591,11720,0,0,1993,0
0,850000,2.5,3,3,2.0,9,3300,0,3300,3280,11570,11446,0,0,1994,0
0,510000,1.0,4,3,1.0,6,880,180,1060,1910,7200,7200,1,0,1925,0
0,566000,1.75,4,4,1.0,8,1900,0,1900,2220,10297,9612,0,0,1966,0
0,550000,2.75,5,3,1.0,8,1500,1500,3000,2050,9473,8820,0,0,1966,0
0,830000,1.5,3,4,1.0,8,1220,620,1840,2320,10125,10160,0,0,1959,0
0,803000,2.5,4,3,2.0,9,2790,0,2790,2740,7673,7837,0,0,1989,0
0,206000,1.0,3,4,1.0,5,970,0,970,1050,9360,11348,0,0,1942,0
0,200000,1.0,4,3,1.5,7,1070,0,1070,1160,7467,7467,0,0,1944,0
0,593700,2.5,3,3,2.0,8,2000,0,2000,2180,22000,19800,0,0,1979,0
0,712500,1.5,3,4,1.0,7,1660,0,1660,2350,8797,10053,0,0,1956,0
0,267000,1.0,3,4,1.0,7,1020,720,1740,1470,10875,8532,0,0,1962,0
0,938000,2.5,4,5,1.0,8,1990,420,2410,2530,9886,10658,0,0,1975,0
0,370000,2.75,4,3,1.0,7,1410,900,2310,2060,14745,9678,0,0,1993,0
0,335000,2.5,5,3,2.0,7,2400,0,2400,2200,4548,4465,0,0,2003,0
0,245000,2.5,3,3,2.0,7,1770,0,1770,1650,6187,7200,0,0,1992,0
0,225000,1.75,3,3,1.0,7,1330,0,1330,1270,13102,11475,0,0,1968,0
0,440000,1.0,1,4,1.0,6,850,0,850,2160,6567,9794,0,0,1940,0
0,1288000,3.5,4,4,2.0,11,3700,0,3700,3880,13175,15508,0,0,1989,0
0,435000,1.0,3,4,1.0,7,950,0,950,1060,10080,10000,0,0,1954,0
1,480000,2.25,3,4,1.0,7,1130,550,1680,1960,9090,9090,0,0,1959,0
0,158000,2.5,3,4,2.0,7,1520,0,1520,1780,7200,7210,0,0,1985,0
0,281000,1.75,3,3,1.0,7,1350,0,1350,1600,8737,8928,0,0,1966,0
0,245000,2.0,2,4,1.0,6,910,160,1070,1280,4500,4500,0,0,1932,0
0,527500,2.25,4,5,1.0,8,1310,960,2270,1910,8480,9050,0,0,1973,0
0,275000,1.75,3,3,1.0,7,1890,0,1890,2960,5000,5421,0,0,2003,0
0,213500,1.0,3,4,1.0,7,1220,0,1220,1420,6000,6000,0,0,1968,0
0,641000,1.75,3,3,1.0,7,1480,0,1480,2660,9603,10766,0,0,1952,0
0,436300,2.0,3,5,1.0,7,2320,0,2320,2030,9420,9420,0,0,1952,0
0,830000,2.75,4,4,1.0,8,2090,0,2090,2130,13500,13500,0,0,1949,0
0,380000,1.0,3,3,1.0,6,920,0,920,1250,3532,4000,0,0,1910,0
0,179950,1.0,3,3,1.0,7,1130,0,1130,1320,9907,9907,0,0,1954,0
0,188200,1.0,3,4,1.0,7,1260,0,1260,940,7265,7200,0,0,1954,0
0,659000,2.0,4,4,1.0,7,2090,0,2090,2090,10800,10800,0,0,1951,0
0,350000,1.75,3,3,1.0,7,1230,590,1820,1790,9545,9530,0,0,1976,0
0,223000,2.0,3,4,1.0,7,1110,0,1110,1550,7231,7245,0,0,1991,0
0,230000,1.0,2,3,1.0,6,720,0,720,1560,5913,6600,0,0,1920,0
0,201700,1.0,3,4,1.0,7,1010,0,1010,1540,9576,9576,0,0,1967,0
0,1350000,4.75,4,3,2.5,11,5230,0,5230,4110,89298,107153,0,0,2002,0
0,525000,1.75,4,3,1.0,8,1480,940,2420,2370,7672,7699,0,0,1979,0
0,240000,1.0,3,3,1.0,7,1270,0,1270,1660,12733,11536,0,0,1955,0
0,360000,1.0,2,4,1.0,6,840,0,840,1740,7414,9784,0,0,1928,0
0,157340,1.0,2,2,1.0,7,900,0,900,1460,23000,8265,0,0,1953,0
0,884900,4.75,7,3,1.5,8,5370,0,5370,2310,10800,10910,0,0,1967,0
0,570000,3.75,6,3,2.0,10,3080,920,4000,3180,6015,5700,2,0,2004,0
0,375000,2.75,4,4,1.0,8,2080,1060,3140,2850,24800,12900,0,0,1971,0
0,705000,2.5,3,3,2.0,10,2500,0,2500,2580,10359,10142,0,0,1986,0
0,360000,1.25,3,4,1.0,7,1320,1030,2350,2140,6200,9543,0,0,1966,0
0,222000,2.0,2,3,2.0,6,1360,0,1360,1310,3300,3300,0,0,2004,0
0,778000,2.25,3,5,1.0,9,1690,570,2260,3020,33080,35291,0,0,1974,0
0,312500,1.75,3,4,1.0,8,1490,0,1490,2440,9493,9600,0,0,1976,0
0,740000,2.25,6,4,1.0,8,1570,1570,3140,2320,10250,10250,0,0,1959,0
0,2450000,4.0,5,3,2.0,10,4430,0,4430,2470,9000,9490,0,0,2013,0
0,589000,2.0,5,4,1.5,8,3070,860,3930,2200,10150,8190,0,0,1968,0
0,194820,1.5,3,3,1.0,7,1100,0,1100,1616,32700,32700,0,0,1967,0
0,205000,1.0,3,3,1.0,7,1130,0,1130,1440,7014,9350,0,0,1954,0
0,345100,3.75,3,3,1.0,8,1360,590,1950,1950,8625,6670,0,0,1959,0
0,200000,1.0,3,3,1.0,6,960,0,960,1250,7500,6000,0,0,1953,0
0,1905000,3.5,4,3,2.0,11,4210,0,4210,3520,18564,18564,0,0,2001,0
0,367777,3.0,5,3,1.0,7,1280,860,2140,1820,5937,6710,0,0,1978,0
0,84000,1.0,2,3,1.0,6,700,0,700,1490,20130,18630,0,0,1949,0
0,255000,1.0,2,4,1.0,6,740,0,740,1170,5000,4968,0,0,1926,0
0,449900,2.5,3,3,2.0,9,2780,0,2780,720,8225,9736,1,0,1990,0
0,220000,1.5,5,3,1.5,7,1830,0,1830,1440,94960,16365,0,0,1929,0
0,472500,2.5,4,3,2.0,10,2960,0,2960,2770,223462,16482,0,0,2001,0
0,680000,2.5,6,4,1.0,8,1590,1590,3180,2670,9375,9625,0,0,1967,0
0,286950,2.5,4,3,1.0,7,1240,840,2080,1890,9846,7977,0,0,1984,0
0,816000,1.5,3,3,1.0,8,1180,0,1180,1660,8545,9000,0,0,1952,0
0,160000,1.0,3,3,1.5,6,1350,0,1350,1300,8700,8700,0,0,1942,0
0,255500,1.0,3,3,1.5,6,1350,0,1350,1300,8700,8700,0,0,1942,0
0,949000,2.75,4,4,1.0,9,1860,1120,2980,2980,42253,42253,0,0,1973,0
0,169500,1.0,2,4,1.0,6,790,0,790,800,7450,7450,0,0,1944,0
0,586000,2.25,4,4,2.0,8,2130,0,2130,2110,9000,10431,0,0,1965,0
0,851500,2.0,3,5,1.0,8,2000,1200,3200,1670,18184,7416,0,0,1977,0
0,304999,2.25,4,3,1.0,7,1290,980,2270,1930,9600,15000,0,0,1976,0
0,95000,0.75,1,4,1.0,5,760,0,760,970,5746,6696,0,0,1915,0
0,240000,1.75,4,5,1.0,5,1040,380,1420,1150,5382,5382,0,0,1942,0
0,772000,2.5,4,4,1.0,7,1250,1250,2500,2140,8680,8680,0,0,1958,0
0,245000,1.5,2,4,1.0,8,1450,0,1450,1460,6258,5375,0,0,1983,0
0,525000,2.75,4,4,1.0,8,1380,1120,2500,2270,10330,10430,0,0,1978,0
0,239000,1.0,2,4,1.0,7,1210,0,1210,1680,9375,8400,1,0,1952,0
0,540000,2.25,4,3,1.5,8,1330,0,1330,2270,8400,10146,0,0,1962,0
0,1575000,3.75,5,5,2.0,11,3420,800,4220,3380,9240,9240,2,0,1991,0
0,549950,2.5,4,3,2.0,8,3780,0,3780,3640,6800,7326,0,0,2004,0
0,294950,2.0,4,4,1.5,6,1690,920,2610,1630,14321,8599,0,0,1940,0
0,214946,1.75,3,4,1.0,7,1290,0,1290,1750,8688,9090,0,0,1980,0
0,205000,1.75,3,3,1.0,7,1200,0,1200,1564,8631,8115,0,0,1959,0
0,319990,2.25,3,5,1.0,7,1370,470,1840,2050,7326,7475,0,0,1979,0
0,524000,1.5,3,4,1.0,8,1310,0,1310,2100,9471,9449,0,0,1970,0
0,173000,1.0,2,4,1.0,7,820,0,820,1240,10450,11200,0,0,1965,0
0,585000,1.75,4,3,1.0,7,1500,1500,3000,2500,42200,9821,3,0,1950,0
0,615000,2.75,4,3,1.0,8,1800,950,2750,2750,15450,10620,0,0,1978,0
0,675000,2.5,4,4,1.0,8,1620,1510,3130,2740,12463,11779,0,0,1978,0
0,359950,2.5,4,3,2.0,8,3010,0,3010,3010,5701,5772,0,0,2003,0
0,265000,1.5,3,3,1.5,7,1530,0,1530,2080,7500,11250,0,0,1986,0
0,210000,1.0,3,4,1.0,6,1240,0,1240,1540,4842,5110,0,0,1916,0
0,525000,3.25,3,4,2.0,7,1710,490,2200,1260,7440,6765,0,0,1947,0
0,347500,1.75,3,3,1.0,7,1220,400,1620,1470,7500,7938,0,0,1981,0
0,645000,2.5,4,3,2.0,8,2250,0,2250,2340,10696,13286,0,0,1996,0
0,280000,2.0,3,4,1.0,7,1790,0,1790,1330,42399,40015,0,0,1990,0
0,635000,1.75,4,5,1.0,8,2400,0,2400,1680,10050,10050,0,0,1957,0
0,250000,1.75,5,5,1.0,7,1290,1030,2320,1740,7700,7210,0,0,1962,0
0,2950000,4.75,5,3,1.0,11,4610,1630,6240,4170,47480,17668,3,0,2003,0
0,325000,2.5,4,3,2.0,7,1930,0,1930,1670,8458,9485,0,0,1993,0
0,210000,1.75,4,3,1.0,7,1200,0,1200,1490,7680,7800,0,0,1968,0
0,387000,1.75,3,5,1.0,8,1210,600,1810,1800,10800,10800,0,0,1968,0
0,215000,1.0,3,4,1.0,7,970,0,970,1750,7275,7200,0,0,1970,0
0,265000,1.0,3,3,1.5,5,1122,0,1122,1610,6554,5650,0,0,1900,0
0,425000,2.5,4,3,2.0,8,3052,0,3052,2767,12145,8604,0,0,2004,0
0,680000,2.5,3,4,2.0,8,1830,790,2620,2620,14248,12343,0,0,1977,0
0,341500,2.25,5,3,2.0,8,3120,0,3120,2160,10400,8267,0,0,1980,0
0,1225000,2.75,4,4,1.5,10,3410,0,3410,3721,95396,35352,0,0,1962,0
0,695500,2.75,5,4,1.0,8,1600,910,2510,2650,9180,9780,1,0,1975,0
0,308000,1.75,3,3,1.0,8,1200,480,1680,1990,8629,8400,0,0,1977,0
0,422500,2.0,3,4,1.0,7,1000,960,1960,1660,6450,20720,0,0,1977,0
0,876650,3.25,3,5,1.5,9,1650,520,2170,2720,12508,21070,0,0,1928,1970
0,550000,1.75,3,4,1.0,8,1290,650,1940,2400,8376,8674,0,0,1963,0
0,975000,2.5,4,3,2.0,10,2500,220,2720,3240,10455,12348,2,0,1981,0
0,490000,2.0,3,4,2.0,7,2370,0,2370,1380,12196,12196,0,0,1970,0
0,408500,2.5,4,3,2.0,9,2720,0,2720,2640,7043,6958,0,0,2003,0
0,7062500,4.5,5,3,2.0,11,7680,2360,10040,3930,37325,25449,2,1,1940,2001
0,1208000,2.75,4,3,2.0,10,4250,0,4250,4650,10925,11544,0,0,2003,0
0,475000,1.5,3,3,1.0,7,1480,0,1480,2100,13457,10517,0,0,1959,0
0,540000,3.0,6,3,2.0,7,2330,540,2870,2380,206474,59677,0,0,1960,1985
0,1300000,2.75,3,3,1.0,12,4120,0,4120,4020,16365,14110,2,0,1999,0
0,239000,2.0,4,3,1.5,7,1370,0,1370,1360,8837,9000,0,0,1955,0
0,215000,2.25,4,3,2.0,7,1500,0,1500,1500,5393,5952,0,0,1999,0
0,315000,2.0,6,4,1.0,5,1750,0,1750,1750,17685,9209,0,0,1943,0
0,311000,1.75,2,3,1.0,8,1180,0,1180,1480,55321,56192,0,0,1941,2004
0,577000,1.75,3,4,1.0,7,1230,530,1760,1950,12874,10240,0,0,1967,0
0,355000,1.75,3,3,1.0,7,1460,0,1460,1570,7203,7203,0,0,1990,0
0,998000,3.25,4,3,2.0,10,3770,0,3770,2290,982998,37141,0,0,1992,0
0,550000,1.75,4,4,2.0,8,2060,350,2410,2520,8447,14789,3,0,1936,1980
0,550000,1.75,4,4,2.0,8,2060,350,2410,2520,8447,14789,3,0,1936,1980
0,210000,1.75,3,3,2.0,6,1400,0,1400,1440,7300,10825,0,0,1948,0
0,317000,2.5,3,3,2.0,9,2100,0,2100,2330,7587,8119,0,0,1990,0
0,700000,3.5,4,3,1.0,9,3270,2090,5360,2650,25800,21781,0,0,1971,0
0,265000,1.0,3,3,1.0,7,1000,0,1000,1490,9150,10647,0,0,1969,0
0,1145000,2.25,4,3,1.0,8,2240,600,2840,2840,20242,20372,0,0,1972,0
0,600000,2.5,4,3,2.0,9,2420,0,2420,2820,7744,11129,0,0,1994,0
0,235500,2.5,5,2,1.0,8,1670,670,2340,2080,13713,11000,0,0,1967,0
0,335000,2.75,3,4,1.0,8,1540,1310,2850,2240,8039,7727,0,0,1989,0
0,375000,2.25,4,4,1.0,8,2330,0,2330,2640,11400,10200,0,0,1974,0
0,276000,2.25,4,4,1.0,8,2460,0,2460,1630,11250,10216,0,0,1959,0
0,279000,2.5,3,3,2.0,7,1450,0,1450,2000,4106,4000,0,0,2011,0
0,350000,2.5,3,3,2.0,9,2730,0,2730,2710,7372,8343,0,0,1998,0
0,218000,1.0,3,4,1.0,6,1140,0,1140,1300,7560,7560,0,0,1958,0
0,310597,1.75,4,4,1.0,7,1150,850,2000,2420,25700,27500,0,0,1958,0
0,354000,1.0,3,3,1.0,7,940,0,940,2090,10368,9620,0,0,1965,0
0,1495000,3.25,4,3,2.0,10,2180,890,3070,2500,10375,11194,0,0,1962,2005
0,810000,2.5,4,3,2.0,9,2810,0,2810,2800,10613,9933,0,0,1989,0
0,318700,2.5,4,4,1.0,8,1600,1170,2770,2730,19116,18429,0,0,1961,0
0,210000,1.75,2,4,1.0,8,1000,0,1000,1150,3554,4000,0,0,1975,0
0,282500,2.25,3,4,2.0,7,1670,0,1670,1570,7150,7040,0,0,1990,0
0,235000,1.0,2,4,1.0,6,820,0,820,2270,5100,5100,0,0,1954,0
0,314950,1.0,3,4,1.0,7,1140,450,1590,1570,8470,9375,0,0,1967,0
0,2400000,2.25,3,3,1.5,11,3000,0,3000,3000,11665,15959,4,1,2001,0
0,760750,2.5,3,3,2.0,9,3190,0,3190,3240,49137,53143,0,0,1988,0
0,759600,1.0,4,4,1.5,7,1540,0,1540,2027,115434,23522,0,0,1923,0
0,346150,2.0,3,4,1.0,8,1480,660,2140,2070,7200,7220,0,0,1966,0
0,359950,2.25,5,3,2.0,8,2450,0,2450,2310,9432,9100,0,0,1973,0
0,1010000,2.5,3,3,2.0,9,2860,0,2860,2360,5805,5832,0,0,1999,0
0,1350000,2.0,4,5,1.0,8,2240,0,2240,2500,10296,10918,0,0,1948,0
0,777000,3.25,3,3,2.0,10,2440,1170,3610,3130,59677,65775,0,0,2003,0
0,325000,1.75,3,3,1.0,7,1040,1040,2080,1230,6554,5650,0,0,1950,0
0,2150000,6.0,8,3,2.0,8,4340,0,4340,2050,9415,9100,0,0,1967,0
0,269900,1.5,3,5,1.0,7,1420,0,1420,1540,22100,21780,0,0,1957,0
0,310000,1.75,4,3,1.0,7,1280,600,1880,1980,12150,9680,0,0,1976,0
0,650000,2.75,4,3,2.0,9,2640,0,2640,2640,6240,5898,0,0,2001,0
0,465000,1.75,4,3,1.0,7,880,850,1730,1570,11700,7820,0,0,1956,0
0,725000,2.5,3,3,2.0,9,2090,0,2090,2860,9847,11483,2,0,1983,0
0,212500,1.0,3,4,1.0,7,920,0,920,1170,14400,9600,0,0,1977,0
0,526000,2.25,4,3,2.0,8,2970,0,2970,2260,54450,6465,0,0,1983,1998
0,244000,1.75,3,3,1.0,7,1460,0,1460,1600,4692,4557,0,0,1988,0
0,373000,3.0,8,3,1.0,7,2850,0,2850,1480,12714,4942,0,0,1959,0
0,979000,1.5,3,4,1.0,8,1700,0,1700,2630,14133,17376,1,0,1954,0
0,324888,1.75,4,4,2.0,8,2160,0,2160,1790,28750,53578,0,0,1978,0
0,875000,1.0,3,4,1.0,7,1220,0,1220,1910,8119,8119,0,0,1955,0
0,940000,1.0,3,4,1.0,7,1220,0,1220,1910,8119,8119,0,0,1955,0
0,280000,2.0,3,3,1.0,7,1780,0,1780,2140,11342,8449,0,0,1964,0
0,382450,2.5,3,3,2.0,8,2220,0,2220,2420,20531,19249,0,0,1998,0
0,246700,2.0,3,4,1.0,7,1610,0,1610,1610,13309,15725,0,0,1967,0
0,135000,1.0,1,3,1.0,6,790,0,790,1240,13062,7137,0,0,1942,0
0,660000,2.25,3,3,2.0,8,2675,0,2675,2300,40910,39438,0,0,1984,0
0,265000,2.0,3,4,1.0,7,1340,0,1340,1630,6783,6458,0,0,1987,0
0,280000,2.5,3,3,2.0,8,1800,0,1800,1770,8697,8390,0,0,1987,0
0,875000,3.0,4,4,1.0,9,1930,1790,3720,3160,14125,15300,0,0,1960,0
0,125000,1.0,3,4,1.0,6,920,0,920,1120,7276,7276,0,0,1961,0
0,269950,1.0,4,2,1.0,7,1440,0,1440,1740,9600,43560,0,0,1964,0
0,359950,2.25,3,4,1.0,8,1100,840,1940,2180,11612,8954,0,0,1981,0
0,417000,1.75,3,4,1.0,8,1590,0,1590,1970,11454,9960,0,0,1979,0
0,1038000,2.5,4,3,2.0,11,3770,0,3770,3710,10893,9685,2,0,1997,0
0,698000,2.5,6,5,1.0,7,1340,1340,2680,2200,11250,9875,0,0,1967,0
0,198500,1.75,3,3,1.0,5,1520,0,1520,1240,7137,8602,0,0,1932,0
0,350000,2.5,4,3,2.0,8,2560,0,2560,2620,5428,5428,0,0,2012,0
0,462600,1.75,3,4,1.0,8,1430,0,1430,2040,11761,10035,0,0,1964,0
0,365070,2.5,4,3,2.0,7,2506,0,2506,2070,6232,8260,0,0,2006,0
0,550000,2.0,4,5,1.0,7,1200,1050,2250,1440,7500,7500,0,0,1956,0
0,910000,2.75,4,4,1.0,9,2040,2150,4190,3050,38912,36884,0,0,1965,0
0,235000,1.75,4,3,2.0,7,1720,0,1720,1350,10137,10205,0,0,1956,0
0,277500,2.0,3,4,2.0,7,1260,0,1260,1430,22100,13000,0,0,1981,0
0,346500,2.5,5,4,1.0,8,1430,590,2020,1680,8250,8959,0,0,1978,0
0,245000,2.5,3,3,1.0,7,1420,400,1820,1710,6785,6055,0,0,1994,0
0,523000,1.5,3,4,1.0,7,1240,0,1240,1260,7735,7500,0,0,1957,0
0,292000,1.75,3,5,1.5,8,1090,0,1090,1640,4500,5225,0,0,1929,0
0,260000,1.75,4,4,1.0,8,1960,0,1960,2080,8400,8400,0,0,1967,0
0,701000,3.0,4,3,2.0,9,2910,0,2910,3040,8540,6091,0,0,2003,0
0,290000,2.25,3,4,1.0,7,1210,290,1500,1480,7482,7308,0,0,1968,0
0,4000000,5.5,4,3,2.0,12,5760,1320,7080,3140,16573,15996,0,0,2008,0
0,415000,2.5,3,3,2.0,8,2480,0,2480,2300,8342,8303,0,0,1986,0
0,222000,1.75,3,3,1.0,8,1070,170,1240,1650,7560,7560,0,0,1967,0
0,245000,2.0,3,3,1.0,7,1390,0,1390,1390,8250,7875,0,0,1987,0
0,215000,1.0,3,4,1.0,7,1060,0,1060,1620,9954,8760,0,0,1960,0
0,522500,1.75,4,4,1.5,7,870,770,1640,2460,9299,14326,0,0,1943,0
0,320000,2.5,4,4,2.0,8,1920,0,1920,2300,7277,7645,0,0,1990,0
0,359950,2.5,3,3,2.0,8,1980,0,1980,1700,7800,20580,0,0,1999,0
0,245000,1.5,4,4,1.5,7,1890,120,2010,1420,7561,6564,0,0,1921,0
0,273000,2.25,3,3,1.0,7,1470,460,1930,1510,8192,8192,0,0,1984,0
0,1191000,2.5,5,3,1.0,8,1720,990,2710,3180,14989,16624,0,0,1959,0
0,400000,1.75,3,4,1.0,8,2110,0,2110,880,19600,10077,0,0,1959,0
0,360000,1.5,3,3,2.0,8,1800,0,1800,1440,22000,16640,0,0,1931,0
0,341000,2.25,3,4,2.0,8,1750,0,1750,1680,8900,7910,0,0,1977,0
0,335000,2.5,4,3,2.0,8,2154,0,2154,2305,6050,5769,0,0,2012,0
0,360000,2.0,3,4,1.0,6,980,980,1960,2190,8846,6363,3,0,1940,0
0,581000,1.75,4,4,1.0,8,1070,1020,2090,1310,8164,7975,0,0,1963,0
0,423000,1.75,4,4,1.0,7,880,850,1730,1550,7245,7245,0,0,1955,0
0,360000,2.5,4,3,2.0,7,2640,0,2640,2640,7388,6383,0,0,2003,0
0,270000,2.5,5,4,1.5,8,2630,0,2630,1780,8470,8575,0,0,1968,0
0,525000,1.75,4,3,1.0,8,1220,900,2120,2160,7725,7725,0,0,1965,0
0,305000,2.0,4,4,1.0,7,1800,0,1800,1730,13551,13551,0,0,1974,0
0,285000,1.75,3,3,1.0,7,1600,0,1600,1620,7500,7461,0,0,1998,0
0,1570000,2.25,4,3,3.0,10,2890,0,2890,2870,18226,11151,4,1,1984,0
0,571900,1.75,4,4,1.0,7,1710,0,1710,1360,8947,10133,0,0,1956,0
0,550000,2.5,3,3,1.0,8,2040,680,2720,2770,62310,204296,0,0,1985,0
0,780000,2.5,4,4,1.0,9,1310,960,2270,2810,13449,13475,0,0,1975,0
0,815000,3.0,6,3,1.0,8,1430,1430,2860,1920,17853,13452,0,0,1962,2015
0,514000,2.0,3,4,1.0,7,1770,0,1770,2250,7200,11250,0,0,1967,0
0,615000,2.75,4,3,1.0,8,1860,960,2820,2580,13193,13193,0,0,1965,0
0,725000,2.5,3,3,2.0,9,2610,0,2610,2610,7510,8458,0,0,1996,0
0,170000,0.75,3,2,1.0,6,1040,0,1040,1270,42180,24090,0,0,1947,0
0,845000,3.25,4,3,1.0,11,2270,610,2880,1910,35315,167378,0,0,1982,0
0,261500,2.5,4,3,1.0,8,1500,960,2460,2210,7800,7800,0,0,1977,0
0,260000,1.5,4,3,1.0,7,1100,1030,2130,1480,8800,8120,0,0,1962,0
0,530000,2.0,4,3,1.0,8,1330,820,2150,2310,14161,14034,2,0,1966,0
0,235000,1.75,3,4,1.0,8,1370,0,1370,2100,14030,15260,0,0,1977,0
0,2400000,3.25,4,3,1.0,10,3300,840,4140,4020,20734,20008,1,0,1977,2005
0,199500,1.75,3,3,1.0,7,1690,0,1690,1690,8901,7532,0,0,1986,0
0,260000,2.5,3,4,2.0,7,1490,0,1490,1640,8102,7943,0,0,1990,0
0,858000,3.0,5,5,1.0,8,1900,1720,3620,2930,12778,10669,2,0,1964,0
0,1275000,2.5,4,5,1.0,9,1870,850,2720,3560,16454,15993,1,0,1963,0
0,242150,1.75,4,4,1.0,7,1490,0,1490,1180,8544,8372,0,0,1970,0
0,220000,1.75,3,3,1.0,7,1230,0,1230,1540,7200,7210,0,0,1986,0
0,235000,2.0,3,4,1.0,7,1340,560,1900,1690,7980,7840,0,0,1977,0
0,465000,2.5,4,4,1.0,8,1550,1500,3050,2350,32450,15390,0,0,1983,0
0,178000,1.0,3,4,1.0,7,1100,0,1100,1770,5734,6050,0,0,1955,0
0,215000,1.0,3,3,1.0,7,1080,530,1610,1800,7140,7600,0,0,1976,0
0,300000,2.75,3,3,1.0,8,1210,700,1910,2450,15508,7989,0,0,1984,0
0,183000,1.5,3,4,2.0,6,1280,0,1280,1280,4366,4366,0,0,1985,0
0,192950,1.0,3,4,2.0,6,1170,0,1170,1090,3330,3330,0,0,1969,0
0,156000,1.0,2,4,1.0,6,920,0,920,1210,5889,6180,0,0,1950,0
0,248000,1.75,5,3,1.0,8,1380,810,2190,1920,16788,8366,2,0,1978,0
0,899100,2.5,5,4,1.0,8,1400,1010,2410,2440,15300,15300,0,0,1975,0
0,315000,1.75,3,3,1.0,8,1460,0,1460,2050,7884,7210,0,0,1975,0
0,535000,1.75,2,3,1.0,7,1450,880,2330,1830,7280,12178,0,0,1982,0
0,430000,1.0,3,3,1.0,8,1740,0,1740,1600,4800,4800,0,0,1952,0
0,250000,1.0,3,3,1.0,7,1060,0,1060,1900,52272,5971,0,0,1960,0
0,560000,2.75,4,4,1.0,9,1580,1350,2930,2930,22000,9758,3,0,1978,0
0,289500,2.25,3,3,2.0,7,2120,0,2120,2420,3400,3400,0,0,2002,0
0,330000,1.75,3,3,1.0,7,1460,0,1460,1550,9261,8800,0,0,1985,0
0,480000,2.0,5,4,1.0,7,1340,1250,2590,1750,8610,8610,0,0,1958,0
0,705000,1.5,4,3,1.5,8,1780,0,1780,1710,3120,3600,3,0,1926,0
0,348500,1.5,3,4,1.0,7,1360,0,1360,1650,10726,10726,0,0,1966,0
0,370000,1.5,3,4,1.0,7,1360,0,1360,1650,10726,10726,0,0,1966,0
0,230000,1.75,3,3,1.0,7,1100,240,1340,1540,8250,7860,0,0,1985,0
0,715000,2.25,3,3,3.0,9,1990,0,1990,1280,4977,5000,0,0,2012,0
